ID_of_the_statement	label	statement	subject	speaker	speakers_job_title	state_info	party_affiliation	barely_true_counts	false_counts	half_true_counts	mostly_true_counts	pants_on_fire_counts	venue
979.json	true	"2008 was the deadliest year of the war (in Afghanistan) for American forces."	afghanistan,military	barack-obama	President	Illinois	democrat	70	71	160	163	9	a speech at the White House. 
1702.json	mostly-true	Florida teachers are "already paid $5,000 below the national average."	education	dan-gelber		Florida	democrat	2	2	1	3	0	a letter posted on his campaign Web site.
4413.json	half-true	Since Rick Perry became governor, Texas has gone from 46th in the country to 50th in the population that graduates from high school.	education,new-hampshire-2012	new-hampshire-democratic-party		New Hampshire	democrat	4	0	3	3	0	an interview with the 'Telegraph.'
6014.json	true	Says Amanda Fritz manages less than 5 percent of city operations.	city-government	mary-nolan	Represents Southwest Portland in Oregon House	Oregon	democrat	0	0	3	0	0	a debate.
10390.json	half-true	The streetcar project planned by Mayor Tom Barrett would be a 1900s style trolley.	transportation	jim-steineke	State Assembly representative	Wisconsin	republican	0	1	1	0	0	a tweet
3237.json	half-true	Americans, in the last 30 years, have more than doubled the amount of money we are spending per child (on education) and the results have gotten worse, not better.	education	michelle-rhee	Founder and CEO of Students First		none	0	0	1	0	0	talking to Florida legislators.
3695.json	barely-true	Polls show that Floridians dont want to repeal the Affordable Care Act.	health-care,polls	joe-gibbons	State Representative	Florida	democrat	1	0	0	0	0	comments on the House floor
5631.json	false	Says Congressman Bill Pascrell voted to remove the public option from the Affordable Health Care Act.	health-care	steve-rothman			democrat	1	2	0	1	1	an interview on NJToday
10691.json	true	Lawmakers were paid for their off-season efforts to, for the first time, take the lead in drawing borders for two would-be cities.	state-finances	mary-margaret-oliver	State Representative	Georgia	democrat	0	0	1	0	0	a House floor debate
9969.json	pants-fire	Greg Abbott and his surrogates have referred to women who have been the victims of rape or incest as though somehow what they are confronting is a minor issue.	crime,ethics	wendy-davis	state senator	Texas	democrat	5	1	8	12	1	speaking to reporters
9784.json	true	On offshore drilling for energy	energy,voting-record	mark-warner	U.S. Senator	Virginia	democrat	3	1	6	3	0	
9835.json	barely-true	Under a proposed medical marijuana amendment in Florida, you dont get refills -- you get it forever.	florida-amendments,health-care,marijuana	drug-free-america			none	1	0	0	0	0	a "Tampa Bay Times" editorial meeting
1340.json	pants-fire	A data-storing microchip "would be implanted in the majority of people who opt to become covered by the public health care option."	health-care,privacy	chain-email			none	11	43	8	5	105	a widely circulated e-mail
5047.json	half-true	Enacting the Right-to-Carry Act would amount to expanding the rights of sex offenders, terrorists, child predators, and abusers to carry concealed weapons across state lines.	crime,guns,legal-issues,public-safety	david-cicilline	mayor of Providence	Rhode Island	democrat	7	4	5	4	1	a fundraising letter
1375.json	true	"I haven't missed a vote since 1993."	history	chuck-grassley	U.S. senator	Iowa	republican	0	1	2	0	0	a conference call
5740.json	barely-true	Says the treasurers office has saved $37 million in management costs for the oversight of public investments.	government-efficiency	ted-wheeler			democrat	1	0	0	0	0	campaign website
6674.json	mostly-true	Says Georgia will send more state money per child to state charter schools and that budget cuts are not applied to those charter schools.	education	herb-garrett	Executive Director of the Georgia School Superintendents Association	Georgia	none	0	0	0	1	0	a letter
9896.json	false	Jorge Elorza wants to impose a municipal income tax.	city-budget,deficit,economy,taxes	vincent-buddy-cianci		Rhode Island	independent	0	2	1	2	1	a radio interview
10879.json	barely-true	The Supreme Court cant overrule the other two branchesof government.	history,supreme-court	mike-huckabee	author	Arkansas	republican	12	5	9	3	4	an interview on "Fox News Sunday"
3393.json	pants-fire	Roughly 25% of RI has a criminal record	crime,criminal-justice,jobs,labor,legal-issues	direct-action-rights-equality		Rhode Island	organization	0	0	0	0	1	an online petition
9382.json	half-true	Nathan Deal cut the HOPE scholarship program so that literally 100,000 Georgians will not be able to go to college or get technical training that they so badly needed to raise -- you know, give them a chance at a good job.	education	peter-shumlin	governor and chair of Democratic Governors Association	Vermont	democrat	0	0	1	0	0	MSNBC
173.json	half-true	"As governor of Arkansas, I cut taxes and fees almost 100 times, saving the taxpayers almost $380-million. I left a surplus of nearly $850-million."	taxes	mike-huckabee	author	Arkansas	republican	12	5	9	3	4	a news release.
6517.json	half-true	I havent raised taxes in the time Ive been the governor of New Jersey.	taxes	chris-christie	Governor of New Jersey	New Jersey	republican	10	17	27	19	8	a news conference
3204.json	false	Massachusetts public schools teach kids as young as kindergartners about gay marriage.	families,gays-and-lesbians,marriage,religion	national-organization-marriage	Nonprofit organization	Rhode Island	organization	0	1	0	0	1	a mailing to Rhode Island voters
88.json	pants-fire	"I'm probably one of the four or five best-known Americans in the world."	candidates-biography	rudy-giuliani	Attorney	New York	republican	9	11	10	7	3	a comment to reporters in London.
9606.json	barely-true	We are accepting more legal immigrants than we ever have in the history (of the United States.)	immigration	rick-santorum		Pennsylvania	republican	12	16	13	7	5	a "Meet the Press" pundit panel
8491.json	true	Congress is bewildered at the scope and reach of our spying apparatus but in 2008 and 2012 explicitly rejected an amendment calling for more disclosure.	foreign-policy,pundits,terrorism	jon-stewart			none	0	2	1	1	1	in comments on Comedy Central's "The Daily Show"
8910.json	half-true	Six people in Florida die as a result of (not expanding Medicaid) every day.	health-care,medicaid,poverty	charlie-crist		Florida	democrat	15	9	20	19	2	an interview on MSNBC's "The Daily Rundown."
11244.json	mostly-true	Gov. Maggie Hassans budget proposal raises taxes on small businesses and increases taxes and fees by $100 million.	state-budget,taxes	americans-prosperity			none	6	7	2	1	2	TV ad
8174.json	barely-true	Only in Washington would politicians spend $27 million to teach Moroccans how to make pottery.	federal-budget,government-efficiency	karen-handel			republican	2	0	3	3	1	a website posting
348.json	true	Hillary Clinton "starts off with 47 percent of the country against her."	elections	barack-obama	President	Illinois	democrat	70	71	160	163	9	a campaign rally in Alexandria, Va.
10141.json	false	SaysRand Paulhas put out budgets to cut the military in half.	federal-budget,military	adam-kinzinger	U.S. Representative	Illinois	republican	0	2	1	0	0	comments on ABC's "This Week"
2569.json	half-true	Groups that receive foreign money are spending huge sums to influence American elections.	campaign-finance,corporations,abc-news-week	barack-obama	President	Illinois	democrat	70	71	160	163	9	a speech
5803.json	true	Says legislative cuts mean Texas is spending on average $500 less per student.	education,state-budget	donna-howard	Texas House Representative	Texas	democrat	1	0	1	2	0	remarks at a Texas Capitol rally
5345.json	half-true	[A]t his current rate, President Obama will have added more debt to the United State of America by the end of his first term than each of the previous 43 presidents -- combined!	federal-budget	GaGOP			republican	2	1	1	0	0	a web post
12285.json	half-true	We know that Saudi Arabia started al-Qaida.	terrorism	bob-graham		Florida	democrat	1	0	1	1	0	an interview on NBC's "Meet the Press"
5970.json	mostly-true	Says Williamson County Attorney Jana Duty has never prosecuted a single adult felony case.	candidates-biography	john-bradley	Williamson County district attorney	Texas	republican	0	0	0	1	0	an op-ed in the Austin American-Statesman
9666.json	false	The fundraising numbers are in, and our grassroots support is unmatched!	campaign-finance,elections	glenn-grothman	State Senator, 20th District	Wisconsin	republican	2	4	1	1	0	in a Facebook posting
4416.json	mostly-true	Issue 2 makes it illegal for us to negotiate for enough firefighters to do the job.	elections,labor	we-are-ohio		Ohio	none	2	0	0	1	0	a campaign commercial
3685.json	mostly-true	Says although the unemployment rate seems to be improving, it does not reflect real job creation -- its caused by a shrinking of the actual labor force.	economy,jobs,pundits,abc-news-week	arianna-huffington	Founder, The Huffington Post		none	0	0	2	3	0	a roundtable segment on ABC's "This Week with Christiane Amanpour"
3088.json	pants-fire	Gov. Scott Walker hired convicted Assembly Speaker Scott Jensen to oversee a raid on the state employee retirement system to help balance the state budget.	labor,state-budget	chain-email			none	11	43	8	5	105	a chain email and -- briefly -- a union web site
685.json	barely-true	Obama voted "to cut off funding for our American troops on the battlefield."	iraq	joe-lieberman	Senator	Connecticut	independent	1	1	0	2	0	St. Paul, Minn.
10562.json	mostly-true	In general, it appears Wisconsins right to work bill would likely apply to the Green Bay Packers players and their union.	corporations,labor,sports,unions,workers	jon-erpenbach	State Senator, District 27	Wisconsin	democrat	3	0	0	1	0	a Facebook post
9630.json	mostly-true	The so-called defense minister of the Peoples Republic of Donetsk ... actually posted a bragging social media posting of having shot down a military transport. And then when it became apparent it was civilian, they pulled it down from social media.	foreign-policy,military	john-kerry	Secretary of State	Massachusetts	democrat	3	2	2	5	0	comments on "Fox News Sunday"
67.json	half-true	"Democrats are kind of falling over each other seeing who can raise taxes faster. It looks like they're going to raise taxes anywhere between 20 to 30 percent."	taxes	rudy-giuliani	Attorney	New York	republican	9	11	10	7	3	a speech in Laconia, New Hampshire.
7176.json	mostly-true	Right now one of our highest job growth sectors is Leisure and Hospitality. Weve added jobs that mostly fall within the restaurant and bar sector industry. These are not high-paying jobs, as the U.S. Department of Labor estimates this is an industry sector with the lowest average wages and the lowest proportion of its workforce earning minimum or subminimum wage jobs.	economy,jobs,labor	lou-greenwald	State Assemblyman	New Jersey	democrat	0	1	1	2	2	a press conference in Trenton
